,Date,Time,Location,Sub-location,Lat,Long
1400,2020-07-05,1145h - 1220h,People’S Park Food Centre (32 New Market Road),,1.28485860802646,103.842578771054
1401,2020-07-05,1115h - 1245h,Jem (50 Jurong Gateway Road),"Canton Paradise, Coffee Bean & Tea Leaf",1.33332819303974,103.743359442234
1402,2020-07-05,1725h - 1800h,Kallang Wave Mall (1 Stadium Place),My Kampung,1.30307515150401,103.873149707591
1403,2020-07-05,0755h - 1015h,Singapore Safety Driving Centre (2 Woodlands Industrial Park E4),,1.45202506034016,103.793946079361
1404,2020-07-05,2020h - 2130h,The Guild (55 Keong Saik Road),,1.28064605655874,103.841552101096
1405,2020-07-04,1405h - 1525h,Tang Plaza (310 Orchard Road),Tangs,1.30505783063001,103.83306065595
1406,2020-07-04,1915h - 2015h,Fairprice Hub (1 Joo Koon Circle),,1.3271618610269,103.678279283036
1407,2020-07-04,1500h - 1540h,Jurong Point (1 Jurong West Central 2),,1.3394520043632,103.706685012926
1408,2020-07-04,1100h - 1130h,Jurong Point (1 Jurong West Central 2),Singtel,1.3394520043632,103.706685012926
1409,2020-07-04,1200h - 1255h,Lucky Plaza (304 Orchard Road),Mcdonald’S,1.30450604646634,103.833962339817
1410,2020-07-04,1705h - 1945h,Plaza Singapura (68 Orchard Road),Swensen’S,1.30082071769235,103.845067272666
1411,2020-07-04,1725h - 1800h,Kallang Wave Mall (1 Stadium Place),My Kampung,1.30307515150401,103.873149707591
1412,2020-07-04,1120h - 1200h,Old Airport Road Food Centre & Shopping Mall (51 Old Airport Road),,1.3082518471287,103.88580870609
1413,2020-07-04,1730h - 2000h,East Coast Lagoon Food Village (1220 East Coast Parkway),,1.30690573552745,103.935137935777
1414,2020-07-04,1206h - 1300h,Funan Mall (107 North Bridge Road),"Expressions: Slimming, Facial And Aesthetic Treatment Singapore",1.29134759697794,103.849989790085
1415,2020-07-04,1750h - 1820h,Sim Lim Square (1 Rochor Canal Road),,1.30290658774258,103.853031869482
1416,2020-07-04,2120h - 2205h,Wisma Atria (435 Orchard Road),Picnic Urban Food Court,1.30370452023703,103.833200970183
1417,2020-07-03,2300h - 2330h,Sheng Siong Supermarket (7 Jurong West Avenue 5),,1.34878489718303,103.703415655017
1418,2020-07-03,1920h - 2220h,Imm (2 Jurong East Street 21),Andes By Astons,1.3346666186285,103.74695659203
1419,2020-07-03,1726h - 1800h,Kallang Wave Mall (1 Stadium Place),My Kampung,1.30307515150401,103.873149707591
1420,2020-07-03,2200h - 2245h,Marina Barrage (8 Marina Gardens Drive),,1.27990573489749,103.870469615929
1421,2020-07-03,2030h - 2150h,Jem (50 Jurong Gateway Road),"Penang Culture, Don Don Donki",1.33332819303974,103.743359442234
1422,2020-07-01,1600h - 1640h,The Daily Scoop (369 Sembawang Road),,1.42690781299771,103.826051896017
1423,2020-07-01,1830h - 1930h,Nti Food Court (964 Jurong West Street 91),,1.34201095788089,103.692663279838
1424,2020-07-01,1215h - 1315h,Albert Centre Market And Food Centre (270 Queen Street),,1.30110201573423,103.854115779087
1425,2020-07-01,1410h - 1440h,Jurong Point (1 Jurong West Central 2),Ntuc Fairprice,1.3394520043632,103.706685012926
1426,2020-07-01,0950h - 1045h,Jurong West 651 Food House Pte Ltd (651 Jurong West Street 61),,1.33711883394534,103.697156295377
1427,2020-06-30,1935h - 2115h,Great World City (1 Kim Seng Promenade),"Cold Storage, Meidi-Ya Supermarket, Food Junction",1.29317220444774,103.832095275633
1428,2020-06-30,1400h - 1430h,Imm (2 Jurong East Street 21),Skechers Outlet,1.3346666186285,103.74695659203
1429,2020-06-29,1200h - 1240h,Ion Orchard (2 Orchard Turn),Food Opera @ Ion Orchard,1.30419142102398,103.831510144742
1430,2020-06-28,1520h - 1650h,Jurong Point (1 Jurong West Central 2),"Toast Box, Courts",1.3394520043632,103.706685012926
1431,2020-06-28,1040h - 1130h,Lucky Plaza (304 Orchard Road),Mcdonald’S,1.30450604646634,103.833962339817
1432,2020-06-28,1400h - 1445h,One Man Coffee (215R Upper Thomson Road),,1.35257757772102,103.834689685908
1433,2020-06-28,1200h - 1300h,Marsiling Lane Market & Cooked Food Centre (20 Marsiling Lane),,1.44383165244262,103.777210383669
1434,2020-06-28,1320h - 1755h,Northpoint City (930 Yishun Avenue 2),"Xin Wang Hong Kong Café, Joe & Dough",1.42924414326245,103.836107231373
1435,2020-06-28,1330h - 1400h,Ming Fa (246B Upper Thomson Road),,1.35365854431303,103.834436571089
1436,2020-06-28,1440h - 1630h,Tampines Mall (4 Tampines Central 5),Starhub,1.35250468330971,103.944682574769
1437,2020-06-28,1050h - 1130h,Paya Lebar Square (60 Paya Lebar Road),,1.31881486980278,103.892580778242
1438,2020-06-28,1315h - 1345h,Sheng Siong Supermarket (3 Yuan Ching Road),,1.32554465969069,103.725574633362
1439,2020-06-28,0830h - 0900h,Fengshan Market & Food Centre (85 Bedok North Street 4),,1.33200482399436,103.93876843919
1440,2020-06-28,1730h - 1830h,Marsiling Lane Market & Cooked Food Centre (20 Marsiling Lane),,1.44383165244262,103.777210383669
1441,2020-06-28,1950h - 2020h,Ntuc Fairprice (5 Eunos Crescent),,1.32119096792976,103.903554516253
1442,2020-06-28,2010h - 2110h,Tampines Mart (5 Tampines Street 32),Mcdonald'S,1.35436981591879,103.959906449844
1443,2020-06-28,1940h - 2045h,Cheng Hoo Thian Restaurant Osl (34 Whampoa West),,1.32050169556608,103.863341271367
1444,2020-06-27,1400h - 1445h,Ban Kah Hiang Trading (107 Jalan Bukit Merah),,1.27983690191197,103.824757769108
1445,2020-06-27,0900h - 0930h,One Supermarket (201B Tampines Street 21),,1.35345315769813,103.953009918868
1446,2020-06-27,2050h - 2210h,Yio Chu Kang Sports Hall (214 Ang Mo Kio Avenue 9),,1.38362584863622,103.845867076799
1447,2020-06-27,1300h - 1345h,Huangs 601A (601A Jurong West Street 62),,1.33945454412376,103.699849207119
1448,2020-06-27,1130h - 1230h,Northlink Building (10 Admiralty Street),Chang Cheng Mee Wah Coffeeshop,1.46237118146808,103.812451896813
1449,2020-06-26,1045h - 1125h,Mustafa Centre (145 Syed Alwi Road),,1.31053493112425,103.855002052529
1450,2020-06-26,1240h - 1600h,Sim Lim Square (1 Rochor Canal Road),,1.30290658774258,103.853031869482
1451,2020-06-26,1300h - 1400h,Prime Supermarket (962 Jurong West Street 91),,1.34180915377904,103.691512648994
1452,2020-06-26,1240h - 1310h,West Mall (1 Bukit Batok Central Link),Cold Storage,1.35009714832628,103.74921385957
1453,2020-06-26,1415h - 1500h,Eunos Technolink Food Loft (11 Kaki Bukit Road),,1.33492457246555,103.900974442954
1454,2020-06-26,2010h - 2250h,Imm (2 Jurong East Street 21),Giant,1.3346666186285,103.74695659203
1455,2020-06-26,1230h - 1300h,Amman Household Supplies Pte Ltd (961 Jurong West Street 92),,1.34128694894302,103.692069415924
1456,2020-06-26,2315h - 2355h,Wang Sheng Li Durian Station (513 Bishan Street 13),,1.34946633905282,103.849467349041
1457,2020-06-26,1125h - 1220h,Haniffa Textiles (60 Serangoon Road),,1.30604187510363,103.851730498159
1458,2020-06-26,1130h - 1200h,Sheng Siong Supermarket (506 Tampines Central 1),,1.35595238706011,103.945937400867
1459,2020-06-25,1400h - 1500h,Tampines Mart (5 Tampines Street 32),Mcdonald'S,1.35436981591879,103.959906449844
1460,2020-06-25,2000h - 2100h,Changi City Point (5 Changi Business Park Central 1),,1.33408359331373,103.962946083391
1461,2020-06-25,1830h - 1925h,Sushi Mitsuya (60 Tras Street),,1.277872955852,103.844133722306
1462,2020-06-25,1950h - 2020h,Northpoint City (930 Yishun Avenue 2),,1.42924414326245,103.836107231373
1463,2020-06-24,0715h - 0745h,Outram Park Ya Hua Rou Gu Cha (7 Keppel Road),,1.27147839913595,103.84240185941
1464,2020-06-24,1230h - 1335h,People’S Park Centre (101 Upper Cross Street),An Qi Spa @ People’S Park Centre,1.28560659056634,103.843922993246
1465,2020-06-24,1015h - 1120h,Funan Mall (107 North Bridge Road),,1.29134759697794,103.849989790085
1466,2020-06-24,0910h - 1040h,Jurong Lake Gardens Gym Activesg (30 Yuan Ching Road),,1.33050511477372,103.725643851116
1467,2020-06-24,1355h - 1545h,People’S Park Centre (101 Upper Cross Street),Ml Aesthetics Llp,1.28560659056634,103.843922993246
1468,2020-06-24,0945h - 1145h,Yuhua Market & Hawker Centre (347 Jurong East Avenue 1),,1.34541698312776,103.731703838354
1469,2020-06-24,1220h - 1420h,Imm (2 Jurong East Street 21),Giant,1.3346666186285,103.74695659203
1470,2020-06-24,2145h - 2230h ,New World Centre (1 Jalan Berseh),Sheng Siong Supermarket,1.30778509510261,103.857010982845
1471,2020-06-24,1955h - 2040h,Mustafa Centre (145 Syed Alwi Road),,1.31053493112425,103.855002052529
1472,2020-06-24,1610h - 1910h,Pearl’S Hill 34 (34 Upper Cross Street),,1.2862352148315,103.842303340846
1473,2020-06-23,1945h - 2210h,Pearl’S Hill 34 (34 Upper Cross Street),,1.2862352148315,103.842303340846
1474,2020-06-23,1310h - 1430h,Bugis Junction (200 Victoria Street),Singtel,1.29911287475873,103.855411173758
1475,2020-06-23,1835h - 1935h,Kallang Wave Mall (1 Stadium Place),,1.30307515150401,103.873149707591
1476,2020-06-22,1430h - 1500h,Lucky Plaza (304 Orchard Road),As-Shifaa Café,1.30450604646634,103.833962339817
1477,2020-06-22,1525h - 1730h,313@Somerset (313 Orchard Road),,1.30101436404056,103.838360664485
1478,2020-06-22,0900h - 1100h,Jurong East Sports Centre (21 Jurong East Street 31),,1.34649072704441,103.729053872207
1479,2020-06-21,1645h - 1815h,Queensway Shopping Centre (1 Queensway),"Weston Corporation, Limited Edt, Da’Cave ",1.28761792586115,103.803391140455
1480,2020-06-21,1900h - 2000h,Seah Im Food Centre (2 Seah Im Road),,1.26656813225079,103.819248035765
1481,2020-06-20,1900h - 2000h,Safra Mount Faber (2 Telok Blangah Way),,1.27749726700372,103.817171455186
1482,2020-06-19,1715h - 1805h,Sheng Siong Supermarket (19 Serangoon North Avenue 5),,1.37563500157221,103.871996419103
1483,2020-06-19,2005h - 2140h,Northpoint City (930 Yishun Avenue 2),Seoul Garden,1.42924414326245,103.836107231373
1484,2020-06-18,1130h - 1215h,Heartland Mall (Hougang Street 21),,1.35752772836952,103.884028949439
1485,2020-06-16,1630h - 1705h,Haniffa Pte Ltd (118 Dunlop Street),,1.30596333755647,103.852601972567
1486,2020-06-15,1715h - 1805h,Sheng Siong Supermarket (19 Serangoon North Avenue 5),,1.37563500157221,103.871996419103
1487,2020-06-15,1825h - 2055h,Ntuc Fairprice (447A Jalan Kayu),,1.39213828470085,103.872490555974
1488,2020-06-14,1730h - 1800h,New World Centre (1 Jalan Berseh) ,Sheng Siong Supermarket,1.30778509510261,103.857010982845
1489,2020-06-11,1730h - 1800h,Sri Murugan Trading Pte Ltd (86 Syed Alwi Road),,1.30915084073321,103.855771595307
1490,2020-06-11,2000h - 2040h,Sf Chandpur Minimart Pte Ltd (6 Desker Road),,1.30948699089392,103.854220450707
1491,2020-06-10,2050h - 2145h,Mustafa Centre (145 Syed Alwi Road),,1.31053493112425,103.855002052529
1492,2020-06-10,1100h - 1130h,Boon Lay Shopping Centre (221 Boon Lay Place),,1.34637376407877,103.712472819666
1493,2020-06-09,1950h - 2035h,Mustafa Centre (145 Syed Alwi Road),,1.31053493112425,103.855002052529
1494,2020-06-09,2015h - 2045h,Ntuc Fairprice (20 Lengkok Bahru),,1.28686170538596,103.813904189286
1495,2020-06-09,0750h - 0820h,Sheng Siong Supermarket (7 Jurong West Avenue 5),,1.34878489718303,103.703415655017
1496,2020-06-08,1330h - 1405h,18 Marsiling Lane ,,1.44341700697898,103.777861242296
1497,2020-06-08,0910h - 0945h,Kaki Bukit Recreation Centre (7 Kaki Bukit Ave 3),Posb,1.33720463391337,103.906873570178
1498,2020-06-08,1550h - 1700h,Waterway Point (83 Punggol Central),,1.40638890775119,103.902150850842
1499,2020-06-08,0900h - 1015h,Pioneer Mall (638 Jurong West Street 61),,1.34167331883255,103.697244542805
1500,2020-06-08,1855h - 1925h,Sheng Siong Supermarket (301 Geylang Road),,1.31272117351252,103.878642017231
1501,2020-06-06,1500h - 1600h,Jem (50 Jurong Gateway Road),Fairprice Xtra,1.33332819303974,103.743359442234
1502,2020-06-06,1410h - 1520h,Harbourfront Centre (1 Maritime Square),,1.26396991176004,103.820243325181
1503,2020-06-04,0820h - 0900h,New World Centre (1 Jalan Berseh),Sheng Siong Supermarket,1.30778509510261,103.857010982845
1504,2020-06-04,0730h - 0800h,Geylang Serai Market (1 Geylang Serai),,1.31649443408571,103.896941669743
1505,2020-06-04,0800h - 0830h,The Poiz Centre (51 Upper Serangoon Road),,1.33135550782584,103.868150095119
1506,2020-06-04,1500h - 1600h ,Mustafa Centre (145 Syed Alwi Road),,1.31053493112425,103.855002052529
1507,2020-06-03,1900h - 2100h,Imm (2 Jurong East Street 21),,1.3346666186285,103.74695659203
1508,2020-06-02,1700h - 1730h,The Clementi Mall (3155 Commonwealth Avenue West),Jinjja Chicken,1.31555354277949,103.764596439304
1509,2020-06-02,1445h - 1525h,Tampines Mall (4 Tampines Central 5),Basement 1,1.35250468330971,103.944682574769
1510,2020-05-30,2230h - 2300h,Woodlands Mart (768 Woodlands Avenue 6),Giant Supermarket,1.44571784134906,103.798166316676
1511,2020-05-30,0900h - 1100h,Yuhua Village Market And Food Centre (254 Jurong East Street 24),,1.34348818520494,103.73773841183
1512,2020-05-30,1110h - 1200h,Hougang Mall (90 Hougang Avenue 1),Ntuc Fairprice,1.37249493810003,103.893775562605
1513,2020-05-29,1800h - 1830h,82 Marine Parade Central,,1.30248110033246,103.906791337078
1514,2020-05-29,1305h - 1335h,Tanglin Mall (163 Tanglin Road),,1.30485342102105,103.823883490852
1515,2020-05-28,1300h - 1330h,Ntuc Fairprice (414 Yishun Ring Road),,1.42452849112151,103.84659554729
1516,2020-05-28,1330h - 1400h,Giant (418 Yishun Avenue 11),,1.4248993192219,103.847249789758
1517,2020-05-27,1130h - 1200h,Junction 8 (9 Bishan Place),Food Junction,1.35042215656701,103.848826189269
1518,2020-05-26,0900h - 1030h,Geylang Serai Market And Food Centre (1 Geylang Serai),,1.31649443408571,103.896941669743
1519,2020-05-25,1945h - 2115h,Imm (2 Jurong East Street 21),,1.3346666186285,103.74695659203
1520,2020-05-25,1310h - 1425h,Imm (2 Jurong East Street 21),,1.3346666186285,103.74695659203
1521,2020-05-25,1100h - 1200h,Jurong West 505 Market And Food Centre (505 Jurong West St 52),,1.34965729130746,103.718443677825
1522,2020-05-24,1230h - 1300h,Hillion Mall (17 Petir Road),Ntuc Fairprice,1.37843100827586,103.762842789877
1523,2020-05-24,1300h - 1400h,Jurong Point (1 Jurong West Central 2),Fairprice Xtra,1.3394520043632,103.706685012926
1524,2020-05-24,2130h - 2220h,Jem (50 Jurong Gateway Road),Don Don Donki,1.33332819303974,103.743359442234
1525,2020-05-24,1200h - 1230h,Bukit Panjang Plaza (1 Jelebu Road),Fairprice Finest,1.37989494369864,103.764459887796
1526,2020-05-21,1730h - 1830h,Jurong Point (1 Jurong West Central 2),Japanese Food Street @ Jurong Point,1.3394520043632,103.706685012926
1527,2020-05-20,1500h - 1600h,Parkway Parade (80 Marine Parade),,1.30248202632175,103.9077387936
1528,2020-05-20,1630h - 1800h,Jurong Point (1 Jurong West Central 2),Ntuc Fairprice,1.3394520043632,103.706685012926
1529,2020-05-19,1045h - 1115h,Mayflower Market And Food Centre (162 Ang Mo Kio Avenue 4),,1.3741075702016,103.838863921122
1530,2020-05-17,0900h - 0930h,Jurong West 505 Market And Food Centre (505 Jurong West St 52),,1.34965729130746,103.718443677825
1531,2020-05-17,1240h - 1400h,100Am (100 Tras Street),Don Don Donki,1.27468281482263,103.843488359469
